text,place,place_num,area,area_num,latlon
Κάτι τρέχει στα γύφτικα!,"{'Κοζάνη>Σιάτιστα', 'Λαμία'}",2,"{'Κοζάνη', 'Λαμία'}",2,"[(40.3007259, 21.7883119), (38.8993832, 22.433582)]"
"Κάτσε καλά κατούρησε, κι αδ δεθ θωρής, θωρού σσε","{'Χίος', 'Νίσυρος'}",2,"{'Χίος', 'Νίσυρος'}",2,"[(38.37581315, 26.064655246170453), (36.58904575, 27.16918402255752)]"
"Κάτσε κώλο, κάμε ρόκα","{'Ζάκυνθος', 'Λαμία'}",2,"{'Ζάκυνθος', 'Λαμία'}",2,"[(37.78913845, 20.790089567090195), (38.8993832, 22.433582)]"
"Κάτσε μ' αφεντικό που φορεί γούνα, να φορέση κοντογούνα γιατί αν πάς σ' αφεντικό που φορεί κοντογούνι τι θα σου φορέση","{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Κάτσε στ' αυγά σ,"{'Θράκη>Πετροχώρι Μετρών', 'Μακεδονία>Βογατσικό'}",2,"{'Θράκη', 'Μακεδονία'}",2,"[(40.8464241, 25.8759377), (40.6860291, 23.6933899)]"
Κάτσε στ' αυγά σου,"{'Τήλος', 'Μεσσηνία>Καλαμάτα', 'Φιλιππούπολη', 'Μικρά Ασία>Βουρλά', 'Ήπειρος', 'Σκύρος', 'Σύμη', 'Αδριανούπολη', 'Αχαΐα>Πάτρα'}",9,"{'Τήλος', 'Φιλιππούπολη', 'Αχαΐα', 'Ήπειρος', 'Σκύρος', 'Μικρά Ασία', 'Σύμη', 'Μεσσηνία', 'Αδριανούπολη'}",9,"[(36.42930045, 27.31633943341712), (39.6327644, 22.3965233), (38.0692748, 21.87273042232539), (37.9574332, 23.7108518), (38.87304355, 24.524477385184014), (38.1846366, 23.5122768), (36.6132851, 27.8380312), (36.986899050000005, 21.82712495001949), (41.6759327, 26.5587225)]"
Κάτσε στραβά και κρίνε ίσα,"{'Αμοργός', 'Ιθάκη'}",2,"{'Αμοργός', 'Ιθάκη'}",2,"[(36.85252415, 25.89848696771565), (38.401896050000005, 20.67009288735949)]"
Κάτσε στραβά και κρίνε ίσια,"{'Ήπειρος', 'Ήπειρος>Ζαγόρι', 'Λακωνία'}",3,"{'Ήπειρος', 'Λακωνία'}",2,"[(37.9574332, 23.7108518), (36.76027945, 22.79046431389755)]"
Κάτσι στ' αυγά σ',"{'Μικρά Ασία>Αδραμύττιο', 'Ήπειρος>Δολιανά'}",2,"{'Ήπειρος', 'Μικρά Ασία'}",2,"[(37.9574332, 23.7108518), (38.1846366, 23.5122768)]"
Κάψε με και βάλε μύξα,"{'Αμοργός', 'Ρόδος>Αφάντος', 'Νίσυρος'}",3,"{'Αμοργός', 'Νίσυρος', 'Ρόδος'}",3,"[(36.85252415, 25.89848696771565), (36.58904575, 27.16918402255752), (36.17262995, 27.919418145633188)]"
Κί μπρός γκρημνός κί πίσου μπιστιργιά,"{'Αδριανούπολη', 'Μακεδονία>Γρεβενά>Ανασελίτσα'}",2,"{'Αδριανούπολη', 'Μακεδονία'}",2,"[(41.6759327, 26.5587225), (40.6860291, 23.6933899)]"
Κίνησ' ο Εβραίος κ' έτυχε Σαββάτο,"{'Αχαΐα>Καλάβρυτα', 'Ήπειρος>Δρόβιανη'}",2,"{'Αχαΐα', 'Ήπειρος'}",2,"[(38.0692748, 21.87273042232539), (37.9574332, 23.7108518)]"
Καίει και δεν καπνίζει,"{'Αμοργός', 'Λακωνία', 'Ήπειρος', 'Κρήτη>Σητεία>Χαμέζι'}",4,"{'Αμοργός', 'Κρήτη', 'Ήπειρος', 'Λακωνία'}",4,"[(36.85252415, 25.89848696771565), (35.3084952, 24.46334231842296), (37.9574332, 23.7108518), (36.76027945, 22.79046431389755)]"
Καθάριος ουρανός αστραπές δε φοβάται,"{'Μικρά Ασία>Σινώπη', 'Δαρδανέλλια (Ελλήσποντος)', 'Πήλιο>Ζαγορά'}",3,"{'Δαρδανέλλια (Ελλήσποντος)', 'Μικρά Ασία', 'Πήλιο'}",3,"[(40.3376058, 26.6408207), (38.1846366, 23.5122768), (39.3650875, 23.1355607)]"
Καθάριος ουρανός αστραπές δεν φοβάται,"{'Αμοργός', 'Ρόδος'}",2,"{'Αμοργός', 'Ρόδος'}",2,"[(36.85252415, 25.89848696771565), (36.17262995, 27.919418145633188)]"
Καθάριος ουρανός αστραπή δε φοβάται,"{'Ιωάννινα', 'Εύβοια>Κύμη', 'Φιλιππούπολη', 'Μακεδονία>Σισάνι>Λιμπόχοβο', 'Αρκαδία>Γορτυνία'}",5,"{'Ιωάννινα', 'Φιλιππούπολη', 'Εύβοια', 'Μακεδονία', 'Αρκαδία'}",5,"[(39.6639818, 20.8522784), (39.6327644, 22.3965233), (38.49417235, 23.91108439913793), (40.6860291, 23.6933899), (38.0368583, 23.6689264)]"
Καθάριος ουρανός αστραπή δεν φοβάται,"{'Κοζάνη>Βόϊο>Βυθός', 'Μακεδονία>Βογατσικό'}",2,"{'Κοζάνη', 'Μακεδονία'}",2,"[(40.3007259, 21.7883119), (40.6860291, 23.6933899)]"
Καθένας έκλαιγε τον πόνο του κι ο μυλωνάς τ' αυλάκι του,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Θεσσαλία', 'Λακωνία'}",2,"[(39.5594194, 21.6848495), (36.76027945, 22.79046431389755)]"
Καθένας ξέρει ότι έχει στο τσουκάλι του,"{'Ζάκυνθος', 'Λακωνία'}",2,"{'Ζάκυνθος', 'Λακωνία'}",2,"[(37.78913845, 20.790089567090195), (36.76027945, 22.79046431389755)]"
Καθένας όπως ξέρει γαμεί τη γρηά του,"{'Λακωνία', 'Στερεά Ελλάδα'}",2,"{'Λακωνία', 'Στερεά Ελλάδα'}",2,"[(36.76027945, 22.79046431389755), (38.5624595, 23.161852844371445)]"
Καθαρός ουρανός αστραπές δε φοάται,"{'Κως>Πυλί', 'Άνδρος'}",2,"{'Κως', 'Άνδρος'}",2,"[(36.79369325, 27.084826562878217), (37.8408347, 24.86238235981581)]"
Καθαρός ουρανός αστραπές δε φοβάται,"{'Ιωάννινα>Μέγα Περιστέρι', 'Καρδίτσα>Μορφοβούνι', 'Κρήτη>Λασίθι>Άγιος Γεώργιος', 'Κρήτη>Ρέθυμνο>Μαλλάκι', 'Κρήτη>Ιεράπετρα>Βαϊνιά', 'Ηλεία>Πηνεία', 'Θράκη>Σουφλί', 'Ρούμελη', 'Κοζάνη>Κοντοβούνι', 'Αχαΐα>Πάτρα'}",10,"{'Ιωάννινα', 'Κρήτη', 'Αχαΐα', 'Καρδίτσα', 'Θράκη', 'Ρούμελη', 'Κοζάνη', 'Ηλεία'}",8,"[(39.6639818, 20.8522784), (35.3084952, 24.46334231842296), (38.0692748, 21.87273042232539), (39.3660304, 21.9287519), (40.8464241, 25.8759377), (35.4049682, 24.7001033), (40.3007259, 21.7883119), (37.993211, 23.65203001875)]"
Καθαρός ουρανός αστραπές δε φοβάτι,"{'Μικρά Ασία>Κυδωνία', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Μικρά Ασία'}",2,"[(39.6639818, 20.8522784), (38.1846366, 23.5122768)]"
Καθαρός ουρανός αστραπές δε φουβάτι,"{'Σέρρες', 'Κοζάνη>Καταφύγιο', 'Ρούμελη'}",3,"{'Κοζάνη', 'Σέρρες', 'Ρούμελη'}",3,"[(40.3007259, 21.7883119), (41.0910711, 23.5498031), (35.4049682, 24.7001033)]"
Καθαρός ουρανός αστραπές δεν φοβάται,"{'Ιθάκη>Ανωγή', 'Κρήτη>Σητεία>Χαμέζι', 'Κύπρος>Λευκόνοικο', 'Κοζάνη>Μηλιά', 'Ημαθία>Βασσαράς', 'Θεσπρωτία>Παραμυθιά', 'Θράκη', 'Κρήτη>Σητεία>Σκοπή'}",8,"{'Κύπρος', 'Ημαθία', 'Κρήτη', 'Θράκη', 'Ιθάκη', 'Θεσπρωτία', 'Κοζάνη'}",7,"[(34.9823018, 33.1451285), (40.51703795, 22.18071972652394), (35.3084952, 24.46334231842296), (40.8464241, 25.8759377), (38.401896050000005, 20.67009288735949), (39.54401235, 20.308355368968883), (40.3007259, 21.7883119)]"
Καθαρός ουρανός αστραπές δεφ φοβάται,"{'Μήλος', 'Κως', 'Ρόδος'}",3,"{'Μήλος', 'Κως', 'Ρόδος'}",3,"[(36.70934405, 24.506833813253667), (36.79369325, 27.084826562878217), (36.17262995, 27.919418145633188)]"
Καθαρός ουρανός αστραπή δε φοβάται,"{'Μάνη', 'Ήπειρος', 'Σκύρος', 'Καστοριά', 'Αδριανούπολη', 'Ήπειρος>Λοζέτσι', 'Λακωνία>Σπάρτη', 'Μακεδονία'}",8,"{'Μάνη', 'Λακωνία', 'Ήπειρος', 'Σκύρος', 'Καστοριά', 'Αδριανούπολη', 'Μακεδονία'}",7,"[(41.4097472, 26.4024952), (36.76027945, 22.79046431389755), (37.9574332, 23.7108518), (38.87304355, 24.524477385184014), (40.5217946, 21.2634954), (41.6759327, 26.5587225), (40.6860291, 23.6933899)]"
Καθαρός ουρανός αστραπή δεν φοβάται,"{'Θράκη', 'Καστοριά', 'Κοζάνη>Βόϊο>Δαμασκηνιά', 'Κοζάνη>Βόϊο>Γαλατινή'}",4,"{'Θράκη', 'Κοζάνη', 'Καστοριά'}",3,"[(40.8464241, 25.8759377), (40.3007259, 21.7883119), (40.5217946, 21.2634954)]"
Καθαρός ουρανός αστραπαίς δε φοβάται,"{'Κρήτη', 'Αχαΐα>Πάτρα'}",2,"{'Κρήτη', 'Αχαΐα'}",2,"[(35.3084952, 24.46334231842296), (38.0692748, 21.87273042232539)]"
"Καθαρός ουρανός, αστραπές δεν φοβάται","{'Κρήτη', 'Αιτωλοακαρνανία>Ναύπακτος'}",2,"{'Αιτωλοακαρνανία', 'Κρήτη'}",2,"[(38.2558495, 21.7377752), (35.3084952, 24.46334231842296)]"
"Καθαρός ουρανός, αστραπή δεν φοβάται","{'Θεσπρωτία>Κωστάνα', 'Καστοριά>Καστανόφυτο'}",2,"{'Καστοριά', 'Θεσπρωτία'}",2,"[(40.5217946, 21.2634954), (39.54401235, 20.308355368968883)]"
"Καθώς ακούω, κρίνω","{'Αμοργός', 'Κρήτη'}",2,"{'Αμοργός', 'Κρήτη'}",2,"[(36.85252415, 25.89848696771565), (35.3084952, 24.46334231842296)]"
Καθώς βλέπω τα κουκιά λέγει ο παπάς ούτε φέτος ούτε του χρόνου πασχαλιά,"{'Θεσσαλία', 'Λακωνία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5594194, 21.6848495)]"
Καθώς γράφουν τα χαρτιά μήτε φέτος Λαμπρή μήτε του χρόνου Πάσχα,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Καθώς δεν έχουμε ψωμί να 'χουμε και γάλα να τρίψουμε,"{'Μακεδονία>Γρεβενά>Δεσκάτη', 'Λακωνία'}",2,"{'Μακεδονία', 'Λακωνία'}",2,"[(40.6860291, 23.6933899), (36.76027945, 22.79046431389755)]"
Καθώς λέγ' η φλάσκα μήτε φέτος Λαμπρή μήτε του χρόνου Πάσχα,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Και γω αφορμήν εγύρευα κι' ο Θεός καλή των κύρε,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Και με τα χίλια βάσανα πάλι η ζωή γλυκειά 'ναι,"{'Κεφαλληνία', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Κεφαλληνία'}",2,"[(38.0692748, 21.87273042232539), (38.2379344, 20.560883)]"
"Και με τα χίλια βάσανα, πάλ' η ζωή γλυκειά 'ναι","{'Αμοργός', 'Ανατολική Θράκη'}",2,"{'Αμοργός', 'Ανατολική Θράκη'}",2,"[(36.85252415, 25.89848696771565), (41.6759327, 26.5587225)]"
Και μετά ταύτα θάνατος,"{'Λακωνία', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",2,"{'Λακωνία', 'Μικρά Ασία'}",2,"[(36.76027945, 22.79046431389755), (38.1846366, 23.5122768)]"
Και ο δείνα και ο τάδες είναι όλοι μασκαράδες,"{'Αρκαδία>Δημητσάνα', 'Φιλιππούπολη'}",2,"{'Αρκαδία', 'Φιλιππούπολη'}",2,"[(38.0368583, 23.6689264), (39.6327644, 22.3965233)]"
Και ο φτωχός ο γείτονας για φωτιά χρειάζεται,"{'Θράκη>Αίνος', 'Κεφαλληνία'}",2,"{'Θράκη', 'Κεφαλληνία'}",2,"[(40.8464241, 25.8759377), (38.2379344, 20.560883)]"
Και οίνος ευφραίνει καρδίαν ανθρώπου,"{'Αμοργός', 'Ήπειρος', 'Επτάνησος', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",4,"{'Αμοργός', 'Ήπειρος', 'Μικρά Ασία', 'Επτάνησος'}",4,"[(36.85252415, 25.89848696771565), (37.9574332, 23.7108518), (38.1846366, 23.5122768), (38.8351105, 20.7094392)]"
Και οι τοίχοι έχουν αυτιά,"{'Αρκαδία>Γορτυνία', 'Λακωνία', 'Αχαΐα>Πάτρα'}",3,"{'Αρκαδία', 'Αχαΐα', 'Λακωνία'}",3,"[(38.0368583, 23.6689264), (38.0692748, 21.87273042232539), (36.76027945, 22.79046431389755)]"
Και ούκ ήν φωνή και ούκ ήν ακρόασις,"{'Επτάνησος', 'Λακωνία'}",2,"{'Επτάνησος', 'Λακωνία'}",2,"[(38.8351105, 20.7094392), (36.76027945, 22.79046431389755)]"
Και παντρεμένος γάιδαρος κι' ανύπαντρος γομάρι,"{'Ήπειρος', 'Λακωνία'}",2,"{'Ήπειρος', 'Λακωνία'}",2,"[(37.9574332, 23.7108518), (36.76027945, 22.79046431389755)]"
Και παπάς έγινες Κώστα; Έτσι τόφερε η κατάρα,"{'Ημαθία>Βασσαράς', 'Λακωνία'}",2,"{'Ημαθία', 'Λακωνία'}",2,"[(40.51703795, 22.18071972652394), (36.76027945, 22.79046431389755)]"
Και συ κακό χερόβολο κι εγώ κακό δεμάτι,"{'Αμοργός', 'Λακωνία>Καρυές (Αράχωβα)'}",2,"{'Αμοργός', 'Λακωνία'}",2,"[(36.85252415, 25.89848696771565), (36.76027945, 22.79046431389755)]"
Και τ' αρφανά πορεύονται κι' οι χήρες κονομιούνται,"{'Μεσσηνία', 'Λακωνία'}",2,"{'Μεσσηνία', 'Λακωνία'}",2,"[(36.986899050000005, 21.82712495001949), (36.76027945, 22.79046431389755)]"
Και τα βουνά ξεπέφτουνε κι οι κάμποι δυστυχούνε,"{'Θράκη', 'Μεσσηνία'}",2,"{'Θράκη', 'Μεσσηνία'}",2,"[(40.8464241, 25.8759377), (36.986899050000005, 21.82712495001949)]"
Και τα καλά δεχούμενα και τα κακά δεχούμενα,"{'Αμοργός', 'Επτάνησος', 'Κορινθία>Τρίκαλα', 'Λακωνία', 'Ρόδος', 'Κρήτη', 'Αρκαδία>Γορτυνία>Σέρβος', 'Νάξος>Απείρανθος', 'Μακεδονία>Βογατσικό', 'Άνδρος', 'Θράκη>Αίνος', 'Ήπειρος>Ζαγόρι', 'Αχαΐα>Πάτρα'}",13,"{'Αμοργός', 'Επτάνησος', 'Μακεδονία', 'Λακωνία', 'Ρόδος', 'Κρήτη', 'Αχαΐα', 'Ήπειρος', 'Νάξος', 'Άνδρος', 'Θράκη', 'Αρκαδία', 'Κορινθία'}",13,"[(36.85252415, 25.89848696771565), (38.8351105, 20.7094392), (40.6860291, 23.6933899), (36.76027945, 22.79046431389755), (36.17262995, 27.919418145633188), (35.3084952, 24.46334231842296), (38.0692748, 21.87273042232539), (37.9574332, 23.7108518), (37.06001045, 25.47075670857837), (37.8408347, 24.86238235981581), (40.8464241, 25.8759377), (38.0368583, 23.6689264), (37.96299085, 22.733342367236247)]"
"Και τα καλά δεχούμενα, και τα κακά δεχούμενα","{'Επτάνησος', 'Λαμία', 'Ρόδος'}",3,"{'Επτάνησος', 'Λαμία', 'Ρόδος'}",3,"[(38.8351105, 20.7094392), (38.8993832, 22.433582), (36.17262995, 27.919418145633188)]"
Και τα μεταξωτά βρακιά θέλουν πιδέξια σκέλια,"{'Ικαρία', 'Κρήτη>Κυδωνία'}",2,"{'Ικαρία', 'Κρήτη'}",2,"[(37.599929450000005, 26.151689404867284), (35.3084952, 24.46334231842296)]"
Και την κόττα και την πόρτα,"{'Αρκαδία>Γορτυνία>Σέρβος', 'Αρκαδία>Γορτυνία', 'Αιτωλία'}",3,"{'Αρκαδία', 'Αιτωλία'}",2,"[(38.0368583, 23.6689264), (37.4204248, 24.9479564)]"
Και το ιδεί καμάριν έχει,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Και το λίγο της γριάς καλό της κάνει,"{'Πελοπόννησος', 'Κεφαλληνία'}",2,"{'Πελοπόννησος', 'Κεφαλληνία'}",2,"[(37.36332825, 22.239537343995494), (38.2379344, 20.560883)]"
Και τον παρά και τον Καρά,"{'Αρκαδία>Δημητσάνα', 'Λαμία'}",2,"{'Αρκαδία', 'Λαμία'}",2,"[(38.0368583, 23.6689264), (38.8993832, 22.433582)]"
Και του γέρου τα κανάκια σα νερόβραστα σπανάκια,"{'Κως', 'Λέσβος'}",2,"{'Κως', 'Λέσβος'}",2,"[(36.79369325, 27.084826562878217), (39.17584185, 25.99891345023241)]"
"Και του γέρου τα κανάκια, σα νερόβραστα σπανάκια","{'Μεσσηνία>Πύλος>Κορώνη', 'Λέσβος>Αγιάσσος', 'Αχαΐα>Πάτρα'}",3,"{'Μεσσηνία', 'Αχαΐα', 'Λέσβος'}",3,"[(36.986899050000005, 21.82712495001949), (38.0692748, 21.87273042232539), (39.17584185, 25.99891345023241)]"
Και του πουλιού το γάλα,"{'Αδριανούπολη', 'Πάρος', 'Ήπειρος'}",3,"{'Αδριανούπολη', 'Πάρος', 'Ήπειρος'}",3,"[(41.6759327, 26.5587225), (37.0651048, 25.1921674022054), (37.9574332, 23.7108518)]"
Και τούτα δικά μου κι εκείνα δικά μου κι όσα σκεπάζ' η κάππα μου,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
"Καινούργια μέρα, καινούργια τύχη","{'Θράκη>Αίνος', 'Ήπειρος'}",2,"{'Θράκη', 'Ήπειρος'}",2,"[(40.8464241, 25.8759377), (37.9574332, 23.7108518)]"
"Καινούργια μέρα, καινούργιο κισιμέτι","{'Μικρά Ασία>Βιθυνία>Σιγή', 'Νάξος>Απείρανθος'}",2,"{'Νάξος', 'Μικρά Ασία'}",2,"[(37.06001045, 25.47075670857837), (38.1846366, 23.5122768)]"
Καινούργιο κοσκινάκι μου και που να σε κρεμάσω,"{'Θεσπρωτία>Κωστάνα', 'Εύβοια'}",2,"{'Εύβοια', 'Θεσπρωτία'}",2,"[(38.49417235, 23.91108439913793), (39.54401235, 20.308355368968883)]"
Καινούργιο κόσκινο και που να σε κρεμάσω και παλιό που να σε πετάξω,"{'Θράκη>Αίνος', 'Μικρά Ασία>Βιθυνία>Κατιρλί'}",2,"{'Θράκη', 'Μικρά Ασία'}",2,"[(40.8464241, 25.8759377), (38.1846366, 23.5122768)]"
"Καινούρια μέρα, καινούριο κισμέτ'","{'Ιωάννινα>Καλέντζι', 'Ολυμπία'}",2,"{'Ιωάννινα', 'Ολυμπία'}",2,"[(39.6639818, 20.8522784), (37.6382503, 21.630566024011667)]"
Καιρός παντί πράγματι,"{'Λακωνία', 'Αχαΐα>Πάτρα', 'Ανατολική Θράκη'}",3,"{'Αχαΐα', 'Λακωνία', 'Ανατολική Θράκη'}",3,"[(38.0692748, 21.87273042232539), (36.76027945, 22.79046431389755), (41.6759327, 26.5587225)]"
"Καιρός φέρνει τα λάχανα, καιρός τα παραπούλια","{'Αργολίδα>Ερμιονίδα>Κρανίδι', 'Κοζάνη>Βόϊο>Ζώνη', 'Λακωνία>Σπάρτη'}",3,"{'Κοζάνη', 'Αργολίδα', 'Λακωνία'}",3,"[(40.3007259, 21.7883119), (37.56626615, 22.85593894780862), (36.76027945, 22.79046431389755)]"
Κακά να γίνη η δουλειά μπροστά σε τουτα τα παιδιά,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Κακά σημάδια του γαμπρού η νύφη κασσιδιάρα,"{'Κύθνος', 'Λακωνία'}",2,"{'Κύθνος', 'Λακωνία'}",2,"[(37.39122345, 24.42602760815703), (36.76027945, 22.79046431389755)]"
Κακό πράμα η κατάρα του γονιού,"{'Αστυπάλαια', 'Λακωνία'}",2,"{'Αστυπάλαια', 'Λακωνία'}",2,"[(36.5760811, 26.302929076686244), (36.76027945, 22.79046431389755)]"
Κακό χωριό τα λίγα σπίτια,"{'Ιωάννινα>Μέγα Περιστέρι', 'Νάξος>Φιλώτι', 'Κέρκυρα>Μαθράκι'}",3,"{'Κέρκυρα', 'Ιωάννινα', 'Νάξος'}",3,"[(39.623657, 19.9234355), (39.6639818, 20.8522784), (37.06001045, 25.47075670857837)]"
Κακός σκύλος ψόφο δεν έχει,"{'Θράκη', 'Μικρά Ασία>Σινώπη'}",2,"{'Θράκη', 'Μικρά Ασία'}",2,"[(40.8464241, 25.8759377), (38.1846366, 23.5122768)]"
"Κακός σκύλος, ψόφο δεν έχει","{'Ανατολική Θράκη', 'Θράκη>Σηλυβρία'}",2,"{'Θράκη', 'Ανατολική Θράκη'}",2,"[(40.8464241, 25.8759377), (41.6759327, 26.5587225)]"
Καλά και ξεκωλωμένα,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Καλή αντάμωση στου Κρεββατά το χάνι,"{'Ημαθία>Βασσαράς', 'Πόντος>Οινόη'}",2,"{'Ημαθία', 'Πόντος'}",2,"[(40.51703795, 22.18071972652394), (40.0850088, 23.9775837)]"
Καλή αντάμωσι στου Σκορδά το χάνι,"{'Θεσπρωτία>Κωστάνα', 'Ημαθία>Βασσαράς'}",2,"{'Ημαθία', 'Θεσπρωτία'}",2,"[(40.51703795, 22.18071972652394), (39.54401235, 20.308355368968883)]"
Καλή αρχή καλό τέλος,"{'Αρκαδία>Γορτυνία', 'Θράκη>Σουφλί'}",2,"{'Αρκαδία', 'Θράκη'}",2,"[(38.0368583, 23.6689264), (40.8464241, 25.8759377)]"
Καλή ζωή και κακή διαθήκη,"{'Νίσυρος', 'Κεφαλληνία>Παλική'}",2,"{'Νίσυρος', 'Κεφαλληνία'}",2,"[(36.58904575, 27.16918402255752), (38.2379344, 20.560883)]"
Καλή ναι η νύφη μας μον λιανογκαϊδιψες (ή στραβοκυτάζει),"{'Λακωνία', 'Θεσσαλία'}",2,"{'Θεσσαλία', 'Λακωνία'}",2,"[(39.5594194, 21.6848495), (36.76027945, 22.79046431389755)]"
"Καλή σου μέρα, γείτονα, κι ότι μου θέλεις να 'χης","{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
"Καλλίτερα ςτο Σιγούρο, παρά ςτο Μακρή","{'Ζάκυνθος', 'Λακωνία'}",2,"{'Ζάκυνθος', 'Λακωνία'}",2,"[(37.78913845, 20.790089567090195), (36.76027945, 22.79046431389755)]"
Καλοζυμώτρα ζύμωνε κι εγώ θα σου το ψήσω,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
"Καλοκαιρινό αγκάθι, χειμωνιάτικο μαρούλι","{'Μεσσηνία>Πύλος>Κορώνη', 'Αχαΐα>Πάτρα'}",2,"{'Μεσσηνία', 'Αχαΐα'}",2,"[(36.986899050000005, 21.82712495001949), (38.0692748, 21.87273042232539)]"
Καλομελέτα κ' έρχεται,"{'Νίσυρος', 'Ρόδος', 'Μικρά Ασία>Κύζικος>Πάνορμος', 'Χίος', 'Θήρα (Σαντορίνη)', 'Μικρά Ασία>Κύζικος>Αρτάκη', 'Αχαΐα>Πάτρα'}",7,"{'Νίσυρος', 'Ρόδος', 'Αχαΐα', 'Μικρά Ασία', 'Χίος', 'Θήρα (Σαντορίνη)'}",6,"[(36.58904575, 27.16918402255752), (36.17262995, 27.919418145633188), (38.0692748, 21.87273042232539), (38.1846366, 23.5122768), (38.37581315, 26.064655246170453), (36.4044251, 25.3958561)]"
Καλομελέτα κι έρκεται,"{'Κως>Πυλί', 'Κεφαλληνία', 'Ρόδος'}",3,"{'Κως', 'Κεφαλληνία', 'Ρόδος'}",3,"[(36.79369325, 27.084826562878217), (38.2379344, 20.560883), (36.17262995, 27.919418145633188)]"
Καλομελέτα κι έρχεται,"{'Ιωάννινα>Μέγα Περιστέρι', 'Μικρά Ασία>Κυδωνία', 'Ρόδος', 'Κοζάνη>Βόϊο>Γαλατινή', 'Θεσπρωτία>Κωστάνα', 'Θράκη>Αυδήμιο', 'Καστελλόριζο (Μεγίστη)', 'Μικρά Ασία>Βουρλά', 'Αρκαδία>Δημητσάνα', 'Νάξος>Απείρανθος', 'Μεσσηνία>Αετός Τριφυλίας', 'Ήπειρος', 'Κρήτη>Σητεία>Σκοπή', 'Ρούμελη', 'Μακεδονία', 'Αρκαδία>Γορτυνία', 'Ανατολική Θράκη'}",17,"{'Ιωάννινα', 'Μακεδονία', 'Ρόδος', 'Κρήτη', 'Καστελλόριζο (Μεγίστη)', 'Ήπειρος', 'Μικρά Ασία', 'Νάξος', 'Θράκη', 'Μεσσηνία', 'Θεσπρωτία', 'Ρούμελη', 'Κοζάνη', 'Αρκαδία', 'Ανατολική Θράκη'}",15,"[(39.6639818, 20.8522784), (40.6860291, 23.6933899), (36.17262995, 27.919418145633188), (35.3084952, 24.46334231842296), (36.14380335, 29.58738313435298), (37.9574332, 23.7108518), (38.1846366, 23.5122768), (37.06001045, 25.47075670857837), (40.8464241, 25.8759377), (36.986899050000005, 21.82712495001949), (39.54401235, 20.308355368968883), (35.4049682, 24.7001033), (40.3007259, 21.7883119), (38.0368583, 23.6689264), (41.6759327, 26.5587225)]"
Καλουμιλέτα κ' έρχιτι,"{'Θράκη>Μάδυτος', 'Μακεδονία>Σιάτιστα', 'Ήπειρος>Δολιανά', 'Λέσβος'}",4,"{'Θράκη', 'Ήπειρος', 'Μακεδονία', 'Λέσβος'}",4,"[(40.8464241, 25.8759377), (37.9574332, 23.7108518), (40.6860291, 23.6933899), (39.17584185, 25.99891345023241)]"
Καλως ήρθες Κεχαγιά με τ΄ασημένια τα ζουγκιά,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Θεσσαλία', 'Λακωνία'}",2,"[(39.5594194, 21.6848495), (36.76027945, 22.79046431389755)]"
Καλό κρασί κακό κεφάλι,"{'Μάνη', 'Κεφαλληνία', 'Λακωνία'}",3,"{'Μάνη', 'Κεφαλληνία', 'Λακωνία'}",3,"[(41.4097472, 26.4024952), (38.2379344, 20.560883), (36.76027945, 22.79046431389755)]"
